Date,Beginning Inventory (ml),Demand (ml),Arrivals (ml),Ending Inventory (ml),Lost Volume (ml),Order Quantity (ml),Outstanding Inventory (ml),Inventory Position (ml),Bar Name,Brand Name,Par Level (ml),Stockout
2023-11-03,4032.73,0.0,0.0,4032.73,0.0,0.0,0.0,4032.73,Anderson's Bar,Barefoot,564.7953468882297,False
2023-11-04,4032.73,0.0,0.0,4032.73,0.0,0.0,0.0,4032.73,Anderson's Bar,Barefoot,564.7953468882297,False
2023-11-05,4032.73,349.94,0.0,3682.79,0.0,0.0,0.0,3682.79,Anderson's Bar,Barefoot,564.7953468882297,False
2023-11-06,3682.79,0.0,0.0,3682.79,0.0,0.0,0.0,3682.79,Anderson's Bar,Barefoot,564.7953468882297,False
2023-11-07,3682.79,0.0,0.0,3682.79,0.0,0.0,0.0,3682.79,Anderson's Bar,Barefoot,564.7953468882297,False
2023-11-08,3682.79,0.0,0.0,3682.79,0.0,0.0,0.0,3682.79,Anderson's Bar,Barefoot,564.7953468882297,False
2023-11-09,3682.79,0.0,0.0,3682.79,0.0,0.0,0.0,3682.79,Anderson's Bar,Barefoot,564.7953468882297,False
2023-11-10,3682.79,0.0,0.0,3682.79,0.0,0.0,0.0,3682.79,Anderson's Bar,Barefoot,564.7953468882297,False
2023-11-11,3682.79,0.0,0.0,3682.79,0.0,0.0,0.0,3682.79,Anderson's Bar,Barefoot,564.7953468882297,False
2023-11-12,3682.79,573.65,0.0,3109.14,0.0,0.0,0.0,3109.14,Anderson's Bar,Barefoot,564.7953468882297,False
2023-11-13,3109.14,0.0,0.0,3109.14,0.0,0.0,0.0,3109.14,Anderson's Bar,Barefoot,564.7953468882297,False
2023-11-14,3109.14,0.0,0.0,3109.14,0.0,0.0,0.0,3109.14,Anderson's Bar,Barefoot,564.7953468882297,False
2023-11-15,3109.14,0.0,0.0,3109.14,0.0,0.0,0.0,3109.14,Anderson's Bar,Barefoot,564.7953468882297,False
2023-11-16,3109.14,231.8,0.0,2877.3399999999997,0.0,0.0,0.0,2877.3399999999997,Anderson's Bar,Barefoot,564.7953468882297,False
2023-11-17,2877.3399999999997,0.0,0.0,2877.3399999999997,0.0,0.0,0.0,2877.3399999999997,Anderson's Bar,Barefoot,564.7953468882297,False
2023-11-18,2877.3399999999997,0.0,0.0,2877.3399999999997,0.0,0.0,0.0,2877.3399999999997,Anderson's Bar,Barefoot,564.7953468882297,False
2023-11-19,2877.3399999999997,0.0,0.0,2877.3399999999997,0.0,0.0,0.0,2877.3399999999997,Anderson's Bar,Barefoot,564.7953468882297,False
2023-11-20,2877.3399999999997,0.0,0.0,2877.3399999999997,0.0,0.0,0.0,2877.3399999999997,Anderson's Bar,Barefoot,564.7953468882297,False
2023-11-21,2877.3399999999997,384.85,0.0,2492.49,0.0,0.0,0.0,2492.49,Anderson's Bar,Barefoot,564.7953468882297,False
2023-11-22,2492.49,0.0,0.0,2492.49,0.0,0.0,0.0,2492.49,Anderson's Bar,Barefoot,564.7953468882297,False
2023-11-23,2492.49,0.0,0.0,2492.49,0.0,0.0,0.0,2492.49,Anderson's Bar,Barefoot,564.7953468882297,False
2023-11-24,2492.49,0.0,0.0,2492.49,0.0,0.0,0.0,2492.49,Anderson's Bar,Barefoot,564.7953468882297,False
2023-11-25,2492.49,0.0,0.0,2492.49,0.0,0.0,0.0,2492.49,Anderson's Bar,Barefoot,564.7953468882297,False
2023-11-26,2492.49,0.0,0.0,2492.49,0.0,0.0,0.0,2492.49,Anderson's Bar,Barefoot,564.7953468882297,False
2023-11-27,2492.49,0.0,0.0,2492.49,0.0,0.0,0.0,2492.49,Anderson's Bar,Barefoot,564.7953468882297,False
2023-11-28,2492.49,0.0,0.0,2492.49,0.0,0.0,0.0,2492.49,Anderson's Bar,Barefoot,564.7953468882297,False
2023-11-29,2492.49,0.0,0.0,2492.49,0.0,0.0,0.0,2492.49,Anderson's Bar,Barefoot,564.7953468882297,False
2023-11-30,2492.49,250.5,0.0,2241.99,0.0,0.0,0.0,2241.99,Anderson's Bar,Barefoot,564.7953468882297,False
2023-12-01,2241.99,0.0,0.0,2241.99,0.0,0.0,0.0,2241.99,Anderson's Bar,Barefoot,564.7953468882297,False
2023-12-02,2241.99,287.17,0.0,1954.8199999999997,0.0,0.0,0.0,1954.8199999999997,Anderson's Bar,Barefoot,564.7953468882297,False
2023-12-03,1954.8199999999997,124.88,0.0,1829.9399999999996,0.0,0.0,0.0,1829.9399999999996,Anderson's Bar,Barefoot,564.7953468882297,False
2023-12-04,1829.9399999999996,0.0,0.0,1829.9399999999996,0.0,0.0,0.0,1829.9399999999996,Anderson's Bar,Barefoot,564.7953468882297,False
2023-12-05,1829.9399999999996,0.0,0.0,1829.9399999999996,0.0,0.0,0.0,1829.9399999999996,Anderson's Bar,Barefoot,564.7953468882297,False
2023-12-06,1829.9399999999996,0.0,0.0,1829.9399999999996,0.0,0.0,0.0,1829.9399999999996,Anderson's Bar,Barefoot,564.7953468882297,False
2023-12-07,1829.9399999999996,0.0,0.0,1829.9399999999996,0.0,0.0,0.0,1829.9399999999996,Anderson's Bar,Barefoot,564.7953468882297,False
2023-12-08,1829.9399999999996,0.0,0.0,1829.9399999999996,0.0,0.0,0.0,1829.9399999999996,Anderson's Bar,Barefoot,564.7953468882297,False
2023-12-09,1829.9399999999996,275.74,0.0,1554.1999999999996,0.0,0.0,0.0,1554.1999999999996,Anderson's Bar,Barefoot,564.7953468882297,False
2023-12-10,1554.1999999999996,0.0,0.0,1554.1999999999996,0.0,0.0,0.0,1554.1999999999996,Anderson's Bar,Barefoot,564.7953468882297,False
2023-12-11,1554.1999999999996,0.0,0.0,1554.1999999999996,0.0,0.0,0.0,1554.1999999999996,Anderson's Bar,Barefoot,564.7953468882297,False
2023-12-12,1554.1999999999996,513.52,0.0,1040.6799999999996,0.0,0.0,0.0,1040.6799999999996,Anderson's Bar,Barefoot,564.7953468882297,False
2023-12-13,1040.6799999999996,0.0,0.0,1040.6799999999996,0.0,0.0,0.0,1040.6799999999996,Anderson's Bar,Barefoot,564.7953468882297,False
2023-12-14,1040.6799999999996,0.0,0.0,1040.6799999999996,0.0,0.0,0.0,1040.6799999999996,Anderson's Bar,Barefoot,564.7953468882297,False
2023-12-15,1040.6799999999996,0.0,0.0,1040.6799999999996,0.0,0.0,0.0,1040.6799999999996,Anderson's Bar,Barefoot,564.7953468882297,False
2023-12-16,1040.6799999999996,0.0,0.0,1040.6799999999996,0.0,0.0,0.0,1040.6799999999996,Anderson's Bar,Barefoot,564.7953468882297,False
2023-12-17,1040.6799999999996,0.0,0.0,1040.6799999999996,0.0,0.0,0.0,1040.6799999999996,Anderson's Bar,Barefoot,564.7953468882297,False
2023-12-18,1040.6799999999996,0.0,0.0,1040.6799999999996,0.0,0.0,0.0,1040.6799999999996,Anderson's Bar,Barefoot,564.7953468882297,False
2023-12-19,1040.6799999999996,287.38,0.0,753.2999999999996,0.0,0.0,0.0,753.2999999999996,Anderson's Bar,Barefoot,564.7953468882297,False
2023-12-20,753.2999999999996,0.0,0.0,753.2999999999996,0.0,0.0,0.0,753.2999999999996,Anderson's Bar,Barefoot,564.7953468882297,False
2023-12-21,753.2999999999996,0.0,0.0,753.2999999999996,0.0,0.0,0.0,753.2999999999996,Anderson's Bar,Barefoot,564.7953468882297,False
2023-12-22,753.2999999999996,0.0,0.0,753.2999999999996,0.0,0.0,0.0,753.2999999999996,Anderson's Bar,Barefoot,564.7953468882297,False
2023-12-23,753.2999999999996,0.0,0.0,753.2999999999996,0.0,0.0,0.0,753.2999999999996,Anderson's Bar,Barefoot,564.7953468882297,False
2023-12-24,753.2999999999996,0.0,0.0,753.2999999999996,0.0,0.0,0.0,753.2999999999996,Anderson's Bar,Barefoot,564.7953468882297,False
2023-12-25,753.2999999999996,0.0,0.0,753.2999999999996,0.0,0.0,0.0,753.2999999999996,Anderson's Bar,Barefoot,564.7953468882297,False
2023-12-26,753.2999999999996,0.0,0.0,753.2999999999996,0.0,0.0,0.0,753.2999999999996,Anderson's Bar,Barefoot,564.7953468882297,False
2023-12-27,753.2999999999996,194.55,0.0,558.7499999999995,0.0,6.045346888230142,0.0,558.7499999999995,Anderson's Bar,Barefoot,564.7953468882297,False
2023-12-28,558.7499999999995,0.0,0.0,558.7499999999995,0.0,0.0,6.045346888230142,564.7953468882297,Anderson's Bar,Barefoot,564.7953468882297,False
2023-12-29,564.7953468882297,0.0,6.045346888230142,564.7953468882297,0.0,0.0,0.0,564.7953468882297,Anderson's Bar,Barefoot,564.7953468882297,False
2023-12-30,564.7953468882297,142.77,0.0,422.0253468882297,0.0,142.76999999999998,0.0,422.0253468882297,Anderson's Bar,Barefoot,564.7953468882297,False
2023-12-31,422.0253468882297,0.0,0.0,422.0253468882297,0.0,0.0,142.76999999999998,564.7953468882297,Anderson's Bar,Barefoot,564.7953468882297,False
2024-01-01,564.7953468882297,0.0,142.76999999999998,564.7953468882297,0.0,0.0,0.0,564.7953468882297,Anderson's Bar,Barefoot,564.7953468882297,False
2023-10-20,9099.41,221.9,0.0,8877.51,0.0,0.0,0.0,8877.51,Anderson's Bar,Captain Morgan,506.07679201566884,False
2023-10-21,8877.51,0.0,0.0,8877.51,0.0,0.0,0.0,8877.51,Anderson's Bar,Captain Morgan,506.07679201566884,False
2023-10-22,8877.51,0.0,0.0,8877.51,0.0,0.0,0.0,8877.51,Anderson's Bar,Captain Morgan,506.07679201566884,False
2023-10-23,8877.51,0.0,0.0,8877.51,0.0,0.0,0.0,8877.51,Anderson's Bar,Captain Morgan,506.07679201566884,False
2023-10-24,8877.51,0.0,0.0,8877.51,0.0,0.0,0.0,8877.51,Anderson's Bar,Captain Morgan,506.07679201566884,False
2023-10-25,8877.51,0.0,0.0,8877.51,0.0,0.0,0.0,8877.51,Anderson's Bar,Captain Morgan,506.07679201566884,False
2023-10-26,8877.51,0.0,0.0,8877.51,0.0,0.0,0.0,8877.51,Anderson's Bar,Captain Morgan,506.07679201566884,False
2023-10-27,8877.51,0.0,0.0,8877.51,0.0,0.0,0.0,8877.51,Anderson's Bar,Captain Morgan,506.07679201566884,False
2023-10-28,8877.51,502.89,0.0,8374.62,0.0,0.0,0.0,8374.62,Anderson's Bar,Captain Morgan,506.07679201566884,False
2023-10-29,8374.62,0.0,0.0,8374.62,0.0,0.0,0.0,8374.62,Anderson's Bar,Captain Morgan,506.07679201566884,False
2023-10-30,8374.62,0.0,0.0,8374.62,0.0,0.0,0.0,8374.62,Anderson's Bar,Captain Morgan,506.07679201566884,False
2023-10-31,8374.62,374.87,0.0,7999.750000000001,0.0,0.0,0.0,7999.750000000001,Anderson's Bar,Captain Morgan,506.07679201566884,False
2023-11-01,7999.750000000001,0.0,0.0,7999.750000000001,0.0,0.0,0.0,7999.750000000001,Anderson's Bar,Captain Morgan,506.07679201566884,False
2023-11-02,7999.750000000001,0.0,0.0,7999.750000000001,0.0,0.0,0.0,7999.750000000001,Anderson's Bar,Captain Morgan,506.07679201566884,False
2023-11-03,7999.750000000001,222.58,0.0,7777.170000000001,0.0,0.0,0.0,7777.170000000001,Anderson's Bar,Captain Morgan,506.07679201566884,False
2023-11-04,7777.170000000001,0.0,0.0,7777.170000000001,0.0,0.0,0.0,7777.170000000001,Anderson's Bar,Captain Morgan,506.07679201566884,False
2023-11-05,7777.170000000001,479.39,0.0,7297.780000000001,0.0,0.0,0.0,7297.780000000001,Anderson's Bar,Captain Morgan,506.07679201566884,False
2023-11-06,7297.780000000001,0.0,0.0,7297.780000000001,0.0,0.0,0.0,7297.780000000001,Anderson's Bar,Captain Morgan,506.07679201566884,False
2023-11-07,7297.780000000001,269.92,0.0,7027.860000000001,0.0,0.0,0.0,7027.860000000001,Anderson's Bar,Captain Morgan,506.07679201566884,False
2023-11-08,7027.860000000001,459.83,0.0,6568.030000000001,0.0,0.0,0.0,6568.030000000001,Anderson's Bar,Captain Morgan,506.07679201566884,False
2023-11-09,6568.030000000001,0.0,0.0,6568.030000000001,0.0,0.0,0.0,6568.030000000001,Anderson's Bar,Captain Morgan,506.07679201566884,False
2023-11-10,6568.030000000001,0.0,0.0,6568.030000000001,0.0,0.0,0.0,6568.030000000001,Anderson's Bar,Captain Morgan,506.07679201566884,False
2023-11-11,6568.030000000001,0.0,0.0,6568.030000000001,0.0,0.0,0.0,6568.030000000001,Anderson's Bar,Captain Morgan,506.07679201566884,False
2023-11-12,6568.030000000001,0.0,0.0,6568.030000000001,0.0,0.0,0.0,6568.030000000001,Anderson's Bar,Captain Morgan,506.07679201566884,False
2023-11-13,6568.030000000001,0.0,0.0,6568.030000000001,0.0,0.0,0.0,6568.030000000001,Anderson's Bar,Captain Morgan,506.07679201566884,False
2023-11-14,6568.030000000001,0.0,0.0,6568.030000000001,0.0,0.0,0.0,6568.030000000001,Anderson's Bar,Captain Morgan,506.07679201566884,False
2023-11-15,6568.030000000001,0.0,0.0,6568.030000000001,0.0,0.0,0.0,6568.030000000001,Anderson's Bar,Captain Morgan,506.07679201566884,False
2023-11-16,6568.030000000001,0.0,0.0,6568.030000000001,0.0,0.0,0.0,6568.030000000001,Anderson's Bar,Captain Morgan,506.07679201566884,False
2023-11-17,6568.030000000001,0.0,0.0,6568.030000000001,0.0,0.0,0.0,6568.030000000001,Anderson's Bar,Captain Morgan,506.07679201566884,False
2023-11-18,6568.030000000001,120.09,0.0,6447.9400000000005,0.0,0.0,0.0,6447.9400000000005,Anderson's Bar,Captain Morgan,506.07679201566884,False
2023-11-19,6447.9400000000005,164.6,0.0,6283.34,0.0,0.0,0.0,6283.34,Anderson's Bar,Captain Morgan,506.07679201566884,False
2023-11-20,6283.34,0.0,0.0,6283.34,0.0,0.0,0.0,6283.34,Anderson's Bar,Captain Morgan,506.07679201566884,False
2023-11-21,6283.34,219.73,0.0,6063.610000000001,0.0,0.0,0.0,6063.610000000001,Anderson's Bar,Captain Morgan,506.07679201566884,False
2023-11-22,6063.610000000001,0.0,0.0,6063.610000000001,0.0,0.0,0.0,6063.610000000001,Anderson's Bar,Captain Morgan,506.07679201566884,False
2023-11-23,6063.610000000001,0.0,0.0,6063.610000000001,0.0,0.0,0.0,6063.610000000001,Anderson's Bar,Captain Morgan,506.07679201566884,False
2023-11-24,6063.610000000001,138.81,0.0,5924.8,0.0,0.0,0.0,5924.8,Anderson's Bar,Captain Morgan,506.07679201566884,False
2023-11-25,5924.8,0.0,0.0,5924.8,0.0,0.0,0.0,5924.8,Anderson's Bar,Captain Morgan,506.07679201566884,False
2023-11-26,5924.8,0.0,0.0,5924.8,0.0,0.0,0.0,5924.8,Anderson's Bar,Captain Morgan,506.07679201566884,False
2023-11-27,5924.8,0.0,0.0,5924.8,0.0,0.0,0.0,5924.8,Anderson's Bar,Captain Morgan,506.07679201566884,False
2023-11-28,5924.8,0.0,0.0,5924.8,0.0,0.0,0.0,5924.8,Anderson's Bar,Captain Morgan,506.07679201566884,False
2023-11-29,5924.8,0.0,0.0,5924.8,0.0,0.0,0.0,5924.8,Anderson's Bar,Captain Morgan,506.07679201566884,False
2023-11-30,5924.8,0.0,0.0,5924.8,0.0,0.0,0.0,5924.8,Anderson's Bar,Captain Morgan,506.07679201566884,False
2023-12-01,5924.8,113.21,0.0,5811.59,0.0,0.0,0.0,5811.59,Anderson's Bar,Captain Morgan,506.07679201566884,False
2023-12-02,5811.59,0.0,0.0,5811.59,0.0,0.0,0.0,5811.59,Anderson's Bar,Captain Morgan,506.07679201566884,False
2023-12-03,5811.59,0.0,0.0,5811.59,0.0,0.0,0.0,5811.59,Anderson's Bar,Captain Morgan,506.07679201566884,False
2023-12-04,5811.59,0.0,0.0,5811.59,0.0,0.0,0.0,5811.59,Anderson's Bar,Captain Morgan,506.07679201566884,False
2023-12-05,5811.59,0.0,0.0,5811.59,0.0,0.0,0.0,5811.59,Anderson's Bar,Captain Morgan,506.07679201566884,False
2023-12-06,5811.59,0.0,0.0,5811.59,0.0,0.0,0.0,5811.59,Anderson's Bar,Captain Morgan,506.07679201566884,False
2023-12-07,5811.59,0.0,0.0,5811.59,0.0,0.0,0.0,5811.59,Anderson's Bar,Captain Morgan,506.07679201566884,False
2023-12-08,5811.59,0.0,0.0,5811.59,0.0,0.0,0.0,5811.59,Anderson's Bar,Captain Morgan,506.07679201566884,False
2023-12-09,5811.59,579.33,0.0,5232.26,0.0,0.0,0.0,5232.26,Anderson's Bar,Captain Morgan,506.07679201566884,False
2023-12-10,5232.26,0.0,0.0,5232.26,0.0,0.0,0.0,5232.26,Anderson's Bar,Captain Morgan,506.07679201566884,False
2023-12-11,5232.26,245.76,0.0,4986.5,0.0,0.0,0.0,4986.5,Anderson's Bar,Captain Morgan,506.07679201566884,False
2023-12-12,4986.5,0.0,0.0,4986.5,0.0,0.0,0.0,4986.5,Anderson's Bar,Captain Morgan,506.07679201566884,False
2023-12-13,4986.5,246.17,0.0,4740.33,0.0,0.0,0.0,4740.33,Anderson's Bar,Captain Morgan,506.07679201566884,False
2023-12-14,4740.33,0.0,0.0,4740.33,0.0,0.0,0.0,4740.33,Anderson's Bar,Captain Morgan,506.07679201566884,False
2023-12-15,4740.33,256.96,0.0,4483.37,0.0,0.0,0.0,4483.37,Anderson's Bar,Captain Morgan,506.07679201566884,False
2023-12-16,4483.37,0.0,0.0,4483.37,0.0,0.0,0.0,4483.37,Anderson's Bar,Captain Morgan,506.07679201566884,False
2023-12-17,4483.37,0.0,0.0,4483.37,0.0,0.0,0.0,4483.37,Anderson's Bar,Captain Morgan,506.07679201566884,False
2023-12-18,4483.37,291.35,0.0,4192.0199999999995,0.0,0.0,0.0,4192.0199999999995,Anderson's Bar,Captain Morgan,506.07679201566884,False
2023-12-19,4192.0199999999995,278.88,0.0,3913.1399999999994,0.0,0.0,0.0,3913.1399999999994,Anderson's Bar,Captain Morgan,506.07679201566884,False
2023-12-20,3913.1399999999994,0.0,0.0,3913.1399999999994,0.0,0.0,0.0,3913.1399999999994,Anderson's Bar,Captain Morgan,506.07679201566884,False
2023-12-21,3913.1399999999994,0.0,0.0,3913.1399999999994,0.0,0.0,0.0,3913.1399999999994,Anderson's Bar,Captain Morgan,506.07679201566884,False
2023-12-22,3913.1399999999994,0.0,0.0,3913.1399999999994,0.0,0.0,0.0,3913.1399999999994,Anderson's Bar,Captain Morgan,506.07679201566884,False
2023-12-23,3913.1399999999994,0.0,0.0,3913.1399999999994,0.0,0.0,0.0,3913.1399999999994,Anderson's Bar,Captain Morgan,506.07679201566884,False
2023-12-24,3913.1399999999994,0.0,0.0,3913.1399999999994,0.0,0.0,0.0,3913.1399999999994,Anderson's Bar,Captain Morgan,506.07679201566884,False
2023-12-25,3913.1399999999994,0.0,0.0,3913.1399999999994,0.0,0.0,0.0,3913.1399999999994,Anderson's Bar,Captain Morgan,506.07679201566884,False
2023-12-26,3913.1399999999994,0.0,0.0,3913.1399999999994,0.0,0.0,0.0,3913.1399999999994,Anderson's Bar,Captain Morgan,506.07679201566884,False
2023-12-27,3913.1399999999994,0.0,0.0,3913.1399999999994,0.0,0.0,0.0,3913.1399999999994,Anderson's Bar,Captain Morgan,506.07679201566884,False
2023-12-28,3913.1399999999994,0.0,0.0,3913.1399999999994,0.0,0.0,0.0,3913.1399999999994,Anderson's Bar,Captain Morgan,506.07679201566884,False
2023-12-29,3913.1399999999994,0.0,0.0,3913.1399999999994,0.0,0.0,0.0,3913.1399999999994,Anderson's Bar,Captain Morgan,506.07679201566884,False
2023-12-30,3913.1399999999994,0.0,0.0,3913.1399999999994,0.0,0.0,0.0,3913.1399999999994,Anderson's Bar,Captain Morgan,506.07679201566884,False
2023-12-31,3913.1399999999994,0.0,0.0,3913.1399999999994,0.0,0.0,0.0,3913.1399999999994,Anderson's Bar,Captain Morgan,506.07679201566884,False
2024-01-01,3913.1399999999994,0.0,0.0,3913.1399999999994,0.0,0.0,0.0,3913.1399999999994,Anderson's Bar,Captain Morgan,506.07679201566884,False
2023-10-20,5057.32,322.9,0.0,4734.42,0.0,0.0,0.0,4734.42,Brown's Bar,Grey Goose,602.5318753433507,False
2023-10-21,4734.42,0.0,0.0,4734.42,0.0,0.0,0.0,4734.42,Brown's Bar,Grey Goose,602.5318753433507,False
2023-10-22,4734.42,0.0,0.0,4734.42,0.0,0.0,0.0,4734.42,Brown's Bar,Grey Goose,602.5318753433507,False
2023-10-23,4734.42,0.0,0.0,4734.42,0.0,0.0,0.0,4734.42,Brown's Bar,Grey Goose,602.5318753433507,False
2023-10-24,4734.42,0.0,0.0,4734.42,0.0,0.0,0.0,4734.42,Brown's Bar,Grey Goose,602.5318753433507,False
2023-10-25,4734.42,0.0,0.0,4734.42,0.0,0.0,0.0,4734.42,Brown's Bar,Grey Goose,602.5318753433507,False
2023-10-26,4734.42,0.0,0.0,4734.42,0.0,0.0,0.0,4734.42,Brown's Bar,Grey Goose,602.5318753433507,False
2023-10-27,4734.42,0.0,0.0,4734.42,0.0,0.0,0.0,4734.42,Brown's Bar,Grey Goose,602.5318753433507,False
2023-10-28,4734.42,0.0,0.0,4734.42,0.0,0.0,0.0,4734.42,Brown's Bar,Grey Goose,602.5318753433507,False
2023-10-29,4734.42,0.0,0.0,4734.42,0.0,0.0,0.0,4734.42,Brown's Bar,Grey Goose,602.5318753433507,False
2023-10-30,4734.42,0.0,0.0,4734.42,0.0,0.0,0.0,4734.42,Brown's Bar,Grey Goose,602.5318753433507,False
2023-10-31,4734.42,0.0,0.0,4734.42,0.0,0.0,0.0,4734.42,Brown's Bar,Grey Goose,602.5318753433507,False
2023-11-01,4734.42,1125.23,0.0,3609.19,0.0,0.0,0.0,3609.19,Brown's Bar,Grey Goose,602.5318753433507,False
2023-11-02,3609.19,0.0,0.0,3609.19,0.0,0.0,0.0,3609.19,Brown's Bar,Grey Goose,602.5318753433507,False
2023-11-03,3609.19,0.0,0.0,3609.19,0.0,0.0,0.0,3609.19,Brown's Bar,Grey Goose,602.5318753433507,False
2023-11-04,3609.19,0.0,0.0,3609.19,0.0,0.0,0.0,3609.19,Brown's Bar,Grey Goose,602.5318753433507,False
2023-11-05,3609.19,0.0,0.0,3609.19,0.0,0.0,0.0,3609.19,Brown's Bar,Grey Goose,602.5318753433507,False
2023-11-06,3609.19,0.0,0.0,3609.19,0.0,0.0,0.0,3609.19,Brown's Bar,Grey Goose,602.5318753433507,False
2023-11-07,3609.19,0.0,0.0,3609.19,0.0,0.0,0.0,3609.19,Brown's Bar,Grey Goose,602.5318753433507,False
2023-11-08,3609.19,0.0,0.0,3609.19,0.0,0.0,0.0,3609.19,Brown's Bar,Grey Goose,602.5318753433507,False
2023-11-09,3609.19,0.0,0.0,3609.19,0.0,0.0,0.0,3609.19,Brown's Bar,Grey Goose,602.5318753433507,False
2023-11-10,3609.19,0.0,0.0,3609.19,0.0,0.0,0.0,3609.19,Brown's Bar,Grey Goose,602.5318753433507,False
2023-11-11,3609.19,434.48,0.0,3174.71,0.0,0.0,0.0,3174.71,Brown's Bar,Grey Goose,602.5318753433507,False
2023-11-12,3174.71,201.3,0.0,2973.41,0.0,0.0,0.0,2973.41,Brown's Bar,Grey Goose,602.5318753433507,False
2023-11-13,2973.41,0.0,0.0,2973.41,0.0,0.0,0.0,2973.41,Brown's Bar,Grey Goose,602.5318753433507,False
2023-11-14,2973.41,0.0,0.0,2973.41,0.0,0.0,0.0,2973.41,Brown's Bar,Grey Goose,602.5318753433507,False
2023-11-15,2973.41,193.49,0.0,2779.92,0.0,0.0,0.0,2779.92,Brown's Bar,Grey Goose,602.5318753433507,False
2023-11-16,2779.92,0.0,0.0,2779.92,0.0,0.0,0.0,2779.92,Brown's Bar,Grey Goose,602.5318753433507,False
2023-11-17,2779.92,569.18,0.0,2210.7400000000002,0.0,0.0,0.0,2210.7400000000002,Brown's Bar,Grey Goose,602.5318753433507,False
2023-11-18,2210.7400000000002,457.92,0.0,1752.8200000000002,0.0,0.0,0.0,1752.8200000000002,Brown's Bar,Grey Goose,602.5318753433507,False
2023-11-19,1752.8200000000002,571.23,0.0,1181.5900000000001,0.0,0.0,0.0,1181.5900000000001,Brown's Bar,Grey Goose,602.5318753433507,False
2023-11-20,1181.5900000000001,382.75,0.0,798.8400000000001,0.0,0.0,0.0,798.8400000000001,Brown's Bar,Grey Goose,602.5318753433507,False
2023-11-21,798.8400000000001,0.0,0.0,798.8400000000001,0.0,0.0,0.0,798.8400000000001,Brown's Bar,Grey Goose,602.5318753433507,False
2023-11-22,798.8400000000001,168.84,0.0,630.0000000000001,0.0,0.0,0.0,630.0000000000001,Brown's Bar,Grey Goose,602.5318753433507,False
2023-11-23,630.0000000000001,0.0,0.0,630.0000000000001,0.0,0.0,0.0,630.0000000000001,Brown's Bar,Grey Goose,602.5318753433507,False
2023-11-24,630.0000000000001,0.0,0.0,630.0000000000001,0.0,0.0,0.0,630.0000000000001,Brown's Bar,Grey Goose,602.5318753433507,False
2023-11-25,630.0000000000001,0.0,0.0,630.0000000000001,0.0,0.0,0.0,630.0000000000001,Brown's Bar,Grey Goose,602.5318753433507,False
2023-11-26,630.0000000000001,0.0,0.0,630.0000000000001,0.0,0.0,0.0,630.0000000000001,Brown's Bar,Grey Goose,602.5318753433507,False
2023-11-27,630.0000000000001,384.05,0.0,245.9500000000001,0.0,356.58187534335065,0.0,245.9500000000001,Brown's Bar,Grey Goose,602.5318753433507,False
2023-11-28,245.9500000000001,0.0,0.0,245.9500000000001,0.0,0.0,356.58187534335065,602.5318753433507,Brown's Bar,Grey Goose,602.5318753433507,False
2023-11-29,602.5318753433507,493.03,356.58187534335065,109.50187534335078,0.0,493.03,0.0,109.50187534335078,Brown's Bar,Grey Goose,602.5318753433507,False
